,Unnamed: 0,source,review_id,review_date,review_description,rating,user_name,review_title,developer_response,developer_response_date,thumbs_up,laguage_code,country_code
31,111,App Store,89e1a737-70c6-4c02-b0d7-d92be36d4ffe,2022-02-05,The day-to-day running of my direct debits standing orders are fine even when I had problems with the fraudster getting into my account it was dealt very good very straightforward everybody was very helpful. But my Barclaycard even though I can use it has disappeared from the app I have notified Barclays on numerous occasions and been told it will be sorted out it was an IT issue it’s been going on now for three months I will now have to stop using my Barclaycard because I can’t see how the transactions are going through so at the end of this month I will pay off the balance and cut the card up and go elsewhere. Such a shame I’ve been with Barclays for 50 years,4,sendthisresponse,Good most of the time,"{'id': 27848183, 'body': 'Hi there. Thanks for reaching out. Please can you reach out via Twitter if possible (@BarclaysUKHelp) or Chat in the app and let them know that the app review team have asked you to get in touch to re-link your credit card in the app. Many Thanks. AG', 'modified': '2022-02-04T12:16:53Z'}",,,en,gb
32,120,App Store,e9ecc5dc-aa55-434f-96a1-c2fd68036ecc,2022-05-26,"Couldn't manage my money any other way. The app has been a godsend since my account was hacked 5 years ago and I still cannot use telephone banking. No complaints at all- except for the annoying msg saying I must update the app-and I can't because when I try, it takes me straight to the App Store icon which then says app installed. Very frustrating! To be perfectly honest, it’s one of the main reasons I stay with Barclays. I keep looking for a bank with better savings rates but I can’t live without the excellent app.
Not exactly happy with Barclays as a bank but as stated, the app is brilliant.",5,Nodplod99,Great app- definitely the best.,,,,en,gb
33,122,App Store,44abb6fd-4b58-48e5-83e5-8a50647f71f3,2022-04-30,"I tried to download my statement (needed for a gov website), but it’s impossible. I’m on a recent iOS version and it will take me to the standard Apple Download option selection page and I tried a lot of things and nothing works. I tried iCloud (could select a directory, but no fire button), Airdrop, WhatsApp - total fails just didn’t work. I tried Outlook (the mail went, but no attachment).

Second gripe, no way to log this issue on the app - I don’t want to have to put this on a public forum. I tried a few things, but ‘Developers website’ is just normal Barclays/app and ‘report a problem’ is to Apple 

Very weak from a big company, don’t you test these things? Downloading a statement is not an unusual activity",3,Mad Mark G,Can’t download on Apple,,,,en,gb
34,126,App Store,06d826c6-c5d0-4f27-b36f-11f8ad1a9748,2022-07-10,I have now given up with the app and deleting it and going back to accessing on line. Cheque photo function never works and rejects the photo it takes. Customer service over the app is non existent. This service is not fit for purpose. If you call the tel no to speak to someone it says too busy to take the call and use the chat function on the app. Chat function says too busy to take a chat and come back later. When you do get through you never know when someone will come back and by the time you reply it gives to a completely different person so keep going round in circles. Horrendous. Also despite complaining and told to switch off notifications I still don’t receive the texts I used to. Tired of the lies and after 4 complaints to get this sorted this is still not happening.,1,tiredofbadservice22222,Not fit for purpose,"{'id': 26407542, 'body': ""Hi, thanks for your feedback. We are so sorry to hear that you're having issues with a few aspects within our app. If you can give us a call on 03332001015 so our specialists can look into this for you. Thanks, Nick"", 'modified': '2021-11-22T11:42:58Z'}",,,en,gb
35,127,App Store,ddf31adf-731d-486d-b4b0-74f3a4a56aa2,2022-04-13,"By far an impressive App that tells me immediately when money leaves and is paid into my account. Well laid out, able to do so much with the App including depositing a cheque. However, today, I discovered the excellent spending feature that sets out clearly in graph what I’ve been spending has disappeared. Resorting to a statement is not quite the same as the spending feature calculates the total, allows you to compare month by month and labels your spend by categories. Please bring it back. I understand it’s crashing on ios15 and above, hence the decision to switch it off for such users. Please fix it! Please!",4,Annie2Kay,Excellent but bring back spending feature,,,,en,gb
36,130,App Store,bee6d5c0-c612-428a-a968-0e4960dcffcb,2022-05-28,"This is one of the best apps I’ve came across for being reliable and easy to use. I have never once came across a problem with this app or when using the app. It’s also very quick to make any changes to your account details, personal details or if you’ve lost your card or there’s been any fraud. I lost my card, informed Barclays through the app and straight away they cancelled my card, issued a new card straight away and I could still use Apple Pay while I was waiting for my new card to arrive. Outstanding app and outstanding service. Easy 10 star",5,joohnysev,Outstanding,,,,en,gb
37,131,App Store,42a4621d-3e3c-4576-9ae6-c5be1087cd1b,2022-07-23,"If you try and ring Barclays they more or less force you into using this app, so in the end I downloaded it. 

The chat is terrible: it takes a good 10-15 minutes for someone to answer you, and when they do they often ask the same question over and over again, and on one occasion ended up telling me to do the thing that created the problem in the first place. This makes me think either that Barclays are asking one person to answer too many questions (so they forget what was asked previously) or else that lots of different people are involved in the same chat, so they don’t know what their colleagues have said. 

Then there’s the problem that when the phone goes to sleep (which it will if you’re waiting 15 minutes for an answer), you get logged out of the chat and when you try and log in again, which requires a long and wearying ritual of clicks through the app to get back to it, the chat you’ve just had has disappeared. On two occasions, I got a notification of a reply only to be faced with a blank page when I finally got there. 

I’d say to avoid the app, but if you’re a customer this is becoming increasingly difficult. 

As I said, terrible.",1,Foulenough,Dreadful implementation of chat,,,,en,gb
38,138,App Store,a0c23593-d7bc-4f1f-b9f9-91db69e1bbf0,2022-06-23,"I have used this app for many years and generally I’m very pleased with it.  One issue that does irritate me, when you set up a ‘payee’ and make a payment it saves what ever you use as a reference and comes up the next time you make a payment.  In almost ALL cases, the reference is never the same particularly if you are making payments to a business or for investment you will need to enter a new reference each time.  It would be great if this could be changed so that you need to enter a new reference each time i.e. leave a blank field.  From my perspective, this would act as a safety net so you don’t make an incorrect payment.",4,Marmite53,Good Overall Banking app,,,,en,gb
39,141,App Store,80bedceb-84e5-4bf0-ad48-1a3b6b14e97f,2022-07-03,"This is by far the most annoying, ridiculous, useless app I have ever had the misfortune of trying to use!! They claim that their chat is available 24/7 and they provide a quick and easy service to their customers what a load of rubbish!! The amount of time I have wasted trying to get help from these clowns is utterly ludicrous. They either don't reply at all, throw you out of the chat or completely ignore what you are asking them to help with and repeat themselves over and over again until you lose the will to live... complete pony. And not to mention the fact I have been trying to get my money back from them after they mis sold me a package account and they said they would resolve this issue within 3-5 days - it’s been almost a YEAR- disgraceful, dishonest and uncaring bank- AVOID",1,Chilipepper1985,Absolute joke,"{'id': 25273620, 'body': 'Hi there, sorry to hear that you have had a poor experience with Live Chat. May I ask what specifically it was that you were trying to do? We will share this feedback with the relevant teams, with a view to improving your future experience! Thank-you for this valuable feedback. KD', 'modified': '2021-09-23T09:58:08Z'}",,,en,gb
40,145,App Store,d79b2535-6b3d-4a0a-a305-d95c3ea71018,2022-05-28,"The app is good overall and I use it all the time for everyday banking. On the other hand the chat feature is just not as good. It goes blank multiple times mid conversation and you have to start again with a different operator. Often when you’re chatting, the operators also change mid conversations while they time out. It seems that they are not trained properly to respond to any query related to delays in services and they just keep telling you to wait. They often promise the issue will be resolved in two working days and it just not the case. When asked about what is the cause of the delays they just leave the chat and it gets blanked out again. 🥲",3,kittybaby89,Chat is rubbish,,,,en,gb
41,150,App Store,a922580d-1a9b-4606-b6f6-9b4b85b5a75c,2022-06-09,"Back at the start of the year (2022) Barclays app had a new feature that when you signed in, there was an option to look on a calendar and it would show you all direct debts that were coming out / due to come out on what date/s etc!! This was extremely helpful and I loved it. But a few months back (Mrch/April time)  it doesn’t give you that option no longer :( in which I don’t understand why as I’m sure others loved it as much as I did!  (Hence only the 4 star rating) bring this back and I’d happily put it up to 5 again! PLEASE BRING IT BACK !!",4,Loves it!!!!!!,when you signed into barclays it use yo tell you on what date direct debts?,,,,en,gb
